"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 01 11:01:54 GMT 2024","Mon Jan 01 11:02:03 GMT 2024","9135","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Mon Jan 01 11:01:23 GMT 2024","Mon Jan 01 11:01:27 GMT 2024","3940","","Validação Banner","","","","Deve validar o baner do portal",""
"failed","Mon Jan 01 11:02:13 GMT 2024","Mon Jan 01 11:02:21 GMT 2024","7479","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Mon Jan 01 11:01:44 GMT 2024","Mon Jan 01 11:01:54 GMT 2024","10398","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Mon Jan 01 11:01:13 GMT 2024","Mon Jan 01 11:01:22 GMT 2024","8635","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"failed","Mon Jan 01 11:02:21 GMT 2024","Mon Jan 01 11:02:28 GMT 2024","7018","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Mon Jan 01 11:02:28 GMT 2024","Mon Jan 01 11:02:31 GMT 2024","3590","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Mon Jan 01 11:02:03 GMT 2024","Mon Jan 01 11:02:12 GMT 2024","8293","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Mon Jan 01 11:01:32 GMT 2024","Mon Jan 01 11:01:44 GMT 2024","11619","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Mon Jan 01 11:01:27 GMT 2024","Mon Jan 01 11:01:31 GMT 2024","3297","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
