"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 23 10:45:18 GMT 2023","Mon Oct 23 10:45:26 GMT 2023","8876","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Mon Oct 23 10:45:06 GMT 2023","Mon Oct 23 10:45:18 GMT 2023","11302","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Mon Oct 23 10:45:50 GMT 2023","Mon Oct 23 10:45:53 GMT 2023","3418","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Mon Oct 23 10:44:53 GMT 2023","Mon Oct 23 10:45:06 GMT 2023","13660","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Mon Oct 23 10:44:26 GMT 2023","Mon Oct 23 10:44:31 GMT 2023","5559","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Mon Oct 23 10:45:29 GMT 2023","Mon Oct 23 10:45:41 GMT 2023","12576","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Mon Oct 23 10:44:13 GMT 2023","Mon Oct 23 10:44:23 GMT 2023","10074","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Mon Oct 23 10:44:38 GMT 2023","Mon Oct 23 10:44:53 GMT 2023","14515","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Mon Oct 23 10:44:31 GMT 2023","Mon Oct 23 10:44:36 GMT 2023","4615","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Mon Oct 23 10:45:41 GMT 2023","Mon Oct 23 10:45:50 GMT 2023","8432","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
