"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 10:32:43 GMT 2023","Tue Nov 07 10:32:48 GMT 2023","4719","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Nov 07 10:33:07 GMT 2023","Tue Nov 07 10:33:22 GMT 2023","15131","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Tue Nov 07 10:32:36 GMT 2023","Tue Nov 07 10:32:43 GMT 2023","7200","","Validação Banner","","","","Deve validar o baner do portal",""
"failed","Tue Nov 07 10:32:19 GMT 2023","Tue Nov 07 10:32:32 GMT 2023","13314","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Nov 07 10:33:49 GMT 2023","Tue Nov 07 10:34:04 GMT 2023","15394","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Nov 07 10:34:04 GMT 2023","Tue Nov 07 10:34:15 GMT 2023","10613","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Tue Nov 07 10:32:51 GMT 2023","Tue Nov 07 10:33:07 GMT 2023","16440","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Tue Nov 07 10:33:22 GMT 2023","Tue Nov 07 10:33:35 GMT 2023","12778","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Tue Nov 07 10:33:35 GMT 2023","Tue Nov 07 10:33:46 GMT 2023","11116","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Tue Nov 07 10:34:15 GMT 2023","Tue Nov 07 10:34:19 GMT 2023","4124","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
