"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 11:01:12 GMT 2023","Tue Nov 07 11:01:23 GMT 2023","11327","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Tue Nov 07 11:01:35 GMT 2023","Tue Nov 07 11:01:49 GMT 2023","14065","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"failed","Tue Nov 07 11:00:22 GMT 2023","Tue Nov 07 11:00:32 GMT 2023","10483","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Nov 07 11:00:34 GMT 2023","Tue Nov 07 11:00:40 GMT 2023","5464","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Tue Nov 07 11:01:58 GMT 2023","Tue Nov 07 11:02:02 GMT 2023","3209","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Nov 07 11:00:59 GMT 2023","Tue Nov 07 11:01:12 GMT 2023","12472","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Tue Nov 07 11:01:23 GMT 2023","Tue Nov 07 11:01:33 GMT 2023","9814","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Tue Nov 07 11:00:40 GMT 2023","Tue Nov 07 11:00:43 GMT 2023","3327","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Nov 07 11:01:49 GMT 2023","Tue Nov 07 11:01:58 GMT 2023","9084","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Tue Nov 07 11:00:45 GMT 2023","Tue Nov 07 11:00:59 GMT 2023","14339","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
