"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 08 10:32:59 GMT 2023","Fri Dec 08 10:33:11 GMT 2023","11158","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Fri Dec 08 10:32:29 GMT 2023","Fri Dec 08 10:32:37 GMT 2023","7844","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Fri Dec 08 10:33:11 GMT 2023","Fri Dec 08 10:33:20 GMT 2023","9656","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Fri Dec 08 10:33:50 GMT 2023","Fri Dec 08 10:33:53 GMT 2023","2866","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Fri Dec 08 10:32:42 GMT 2023","Fri Dec 08 10:32:46 GMT 2023","3155","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Fri Dec 08 10:32:38 GMT 2023","Fri Dec 08 10:32:42 GMT 2023","4237","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Fri Dec 08 10:33:30 GMT 2023","Fri Dec 08 10:33:41 GMT 2023","11855","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Fri Dec 08 10:33:20 GMT 2023","Fri Dec 08 10:33:28 GMT 2023","7844","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Fri Dec 08 10:32:47 GMT 2023","Fri Dec 08 10:32:59 GMT 2023","12193","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Fri Dec 08 10:33:41 GMT 2023","Fri Dec 08 10:33:50 GMT 2023","8272","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
