"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 28 10:41:39 GMT 2023","Tue Nov 28 10:41:48 GMT 2023","9273","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Tue Nov 28 10:42:06 GMT 2023","Tue Nov 28 10:42:12 GMT 2023","5858","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Tue Nov 28 10:41:58 GMT 2023","Tue Nov 28 10:42:06 GMT 2023","8061","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Nov 28 10:42:12 GMT 2023","Tue Nov 28 10:42:15 GMT 2023","2940","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Nov 28 10:41:12 GMT 2023","Tue Nov 28 10:41:15 GMT 2023","3215","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Nov 28 10:41:29 GMT 2023","Tue Nov 28 10:41:39 GMT 2023","10241","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Tue Nov 28 10:41:17 GMT 2023","Tue Nov 28 10:41:29 GMT 2023","11712","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Tue Nov 28 10:41:48 GMT 2023","Tue Nov 28 10:41:56 GMT 2023","7853","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Tue Nov 28 10:40:59 GMT 2023","Tue Nov 28 10:41:06 GMT 2023","7733","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Nov 28 10:41:08 GMT 2023","Tue Nov 28 10:41:12 GMT 2023","3952","","Validação Banner","","","","Deve validar o baner do portal",""
