"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 08 10:32:34 GMT 2023","Wed Nov 08 10:32:37 GMT 2023","2839","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Wed Nov 08 10:31:16 GMT 2023","Wed Nov 08 10:31:25 GMT 2023","8420","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Wed Nov 08 10:32:26 GMT 2023","Wed Nov 08 10:32:34 GMT 2023","7967","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Wed Nov 08 10:31:34 GMT 2023","Wed Nov 08 10:31:47 GMT 2023","12096","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Wed Nov 08 10:31:47 GMT 2023","Wed Nov 08 10:31:57 GMT 2023","10536","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Wed Nov 08 10:31:57 GMT 2023","Wed Nov 08 10:32:06 GMT 2023","9118","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Wed Nov 08 10:31:30 GMT 2023","Wed Nov 08 10:31:33 GMT 2023","2834","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Wed Nov 08 10:31:26 GMT 2023","Wed Nov 08 10:31:30 GMT 2023","3849","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Wed Nov 08 10:32:15 GMT 2023","Wed Nov 08 10:32:26 GMT 2023","10517","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Wed Nov 08 10:32:06 GMT 2023","Wed Nov 08 10:32:14 GMT 2023","7681","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
