"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Oct 31 10:50:56 GMT 2023","Tue Oct 31 10:51:06 GMT 2023","10794","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Oct 31 10:52:01 GMT 2023","Tue Oct 31 10:52:09 GMT 2023","8776","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Tue Oct 31 10:51:50 GMT 2023","Tue Oct 31 10:52:01 GMT 2023","10989","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Tue Oct 31 10:52:34 GMT 2023","Tue Oct 31 10:52:38 GMT 2023","4068","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Oct 31 10:51:09 GMT 2023","Tue Oct 31 10:51:14 GMT 2023","5561","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Tue Oct 31 10:52:25 GMT 2023","Tue Oct 31 10:52:34 GMT 2023","9469","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Tue Oct 31 10:51:14 GMT 2023","Tue Oct 31 10:51:19 GMT 2023","4494","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Oct 31 10:51:21 GMT 2023","Tue Oct 31 10:51:37 GMT 2023","15861","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Tue Oct 31 10:52:12 GMT 2023","Tue Oct 31 10:52:25 GMT 2023","13288","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Oct 31 10:51:37 GMT 2023","Tue Oct 31 10:51:50 GMT 2023","12574","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
