"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 04 11:11:25 GMT 2023","Mon Dec 04 11:11:37 GMT 2023","12080","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Mon Dec 04 11:10:56 GMT 2023","Mon Dec 04 11:11:06 GMT 2023","10156","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Mon Dec 04 11:11:16 GMT 2023","Mon Dec 04 11:11:23 GMT 2023","7681","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Mon Dec 04 11:10:36 GMT 2023","Mon Dec 04 11:10:40 GMT 2023","4424","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Mon Dec 04 11:10:40 GMT 2023","Mon Dec 04 11:10:43 GMT 2023","3032","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Mon Dec 04 11:11:37 GMT 2023","Mon Dec 04 11:11:45 GMT 2023","8012","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Mon Dec 04 11:10:26 GMT 2023","Mon Dec 04 11:10:34 GMT 2023","8222","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Mon Dec 04 11:10:45 GMT 2023","Mon Dec 04 11:10:56 GMT 2023","11380","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Mon Dec 04 11:11:45 GMT 2023","Mon Dec 04 11:11:48 GMT 2023","2821","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Mon Dec 04 11:11:06 GMT 2023","Mon Dec 04 11:11:16 GMT 2023","9245","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
