"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 24 10:56:06 GMT 2023","Tue Oct 24 10:56:32 GMT 2023","25770","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Tue Oct 24 10:55:58 GMT 2023","Tue Oct 24 10:56:03 GMT 2023","5305","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Oct 24 10:56:32 GMT 2023","Tue Oct 24 10:56:47 GMT 2023","15720","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Tue Oct 24 10:55:20 GMT 2023","Tue Oct 24 10:55:37 GMT 2023","16977","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Oct 24 10:56:47 GMT 2023","Tue Oct 24 10:57:00 GMT 2023","12925","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Tue Oct 24 10:57:00 GMT 2023","Tue Oct 24 10:57:12 GMT 2023","11443","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Tue Oct 24 10:57:48 GMT 2023","Tue Oct 24 10:57:53 GMT 2023","5142","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Oct 24 10:57:38 GMT 2023","Tue Oct 24 10:57:47 GMT 2023","9839","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Tue Oct 24 10:55:41 GMT 2023","Tue Oct 24 10:55:58 GMT 2023","16851","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Tue Oct 24 10:57:15 GMT 2023","Tue Oct 24 10:57:38 GMT 2023","22975","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
