"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 13 10:40:59 GMT 2023","Mon Nov 13 10:41:02 GMT 2023","2461","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Mon Nov 13 10:40:55 GMT 2023","Mon Nov 13 10:40:59 GMT 2023","4402","","Validação Banner","","","","Deve validar o baner do portal",""
"failed","Mon Nov 13 10:40:46 GMT 2023","Mon Nov 13 10:40:53 GMT 2023","7575","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Mon Nov 13 10:41:03 GMT 2023","Mon Nov 13 10:41:16 GMT 2023","12277","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Mon Nov 13 10:41:16 GMT 2023","Mon Nov 13 10:41:26 GMT 2023","10545","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Mon Nov 13 10:41:59 GMT 2023","Mon Nov 13 10:42:02 GMT 2023","2533","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Mon Nov 13 10:41:53 GMT 2023","Mon Nov 13 10:41:59 GMT 2023","6422","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Mon Nov 13 10:41:36 GMT 2023","Mon Nov 13 10:41:44 GMT 2023","7776","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Mon Nov 13 10:41:26 GMT 2023","Mon Nov 13 10:41:36 GMT 2023","9773","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Mon Nov 13 10:41:45 GMT 2023","Mon Nov 13 10:41:53 GMT 2023","7512","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
