"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 11 10:46:40 GMT 2024","Thu Jan 11 10:46:49 GMT 2024","9669","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Thu Jan 11 10:46:12 GMT 2024","Thu Jan 11 10:46:15 GMT 2024","3119","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Thu Jan 11 10:47:20 GMT 2024","Thu Jan 11 10:47:23 GMT 2024","2951","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Thu Jan 11 10:47:11 GMT 2024","Thu Jan 11 10:47:20 GMT 2024","8574","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Thu Jan 11 10:46:07 GMT 2024","Thu Jan 11 10:46:12 GMT 2024","5104","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Thu Jan 11 10:46:59 GMT 2024","Thu Jan 11 10:47:11 GMT 2024","12094","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Thu Jan 11 10:46:17 GMT 2024","Thu Jan 11 10:46:29 GMT 2024","12303","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Thu Jan 11 10:46:29 GMT 2024","Thu Jan 11 10:46:40 GMT 2024","10563","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Thu Jan 11 10:46:49 GMT 2024","Thu Jan 11 10:46:58 GMT 2024","8379","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Thu Jan 11 10:45:57 GMT 2024","Thu Jan 11 10:46:05 GMT 2024","8013","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
