"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jan 02 10:22:05 GMT 2024","Tue Jan 02 10:22:14 GMT 2024","9029","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Jan 02 10:22:57 GMT 2024","Tue Jan 02 10:23:05 GMT 2024","8289","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Tue Jan 02 10:22:16 GMT 2024","Tue Jan 02 10:22:20 GMT 2024","4417","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Tue Jan 02 10:22:37 GMT 2024","Tue Jan 02 10:22:47 GMT 2024","10319","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Tue Jan 02 10:22:48 GMT 2024","Tue Jan 02 10:22:57 GMT 2024","9128","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Tue Jan 02 10:22:20 GMT 2024","Tue Jan 02 10:22:23 GMT 2024","3110","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Jan 02 10:22:25 GMT 2024","Tue Jan 02 10:22:37 GMT 2024","11984","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Tue Jan 02 10:23:21 GMT 2024","Tue Jan 02 10:23:24 GMT 2024","3158","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Tue Jan 02 10:23:15 GMT 2024","Tue Jan 02 10:23:21 GMT 2024","6587","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Tue Jan 02 10:23:06 GMT 2024","Tue Jan 02 10:23:15 GMT 2024","8237","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
