"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 10:22:34 GMT 2023","Mon Dec 25 10:22:42 GMT 2023","8119","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Mon Dec 25 10:21:40 GMT 2023","Mon Dec 25 10:21:49 GMT 2023","8368","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Mon Dec 25 10:22:56 GMT 2023","Mon Dec 25 10:23:05 GMT 2023","8777","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Mon Dec 25 10:23:05 GMT 2023","Mon Dec 25 10:23:08 GMT 2023","2779","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Mon Dec 25 10:22:24 GMT 2023","Mon Dec 25 10:22:34 GMT 2023","9692","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Mon Dec 25 10:22:44 GMT 2023","Mon Dec 25 10:22:56 GMT 2023","12606","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Mon Dec 25 10:21:56 GMT 2023","Mon Dec 25 10:21:59 GMT 2023","3557","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Mon Dec 25 10:21:50 GMT 2023","Mon Dec 25 10:21:56 GMT 2023","5113","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Mon Dec 25 10:22:01 GMT 2023","Mon Dec 25 10:22:13 GMT 2023","12323","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Mon Dec 25 10:22:13 GMT 2023","Mon Dec 25 10:22:24 GMT 2023","10964","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
