"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 21 10:51:31 GMT 2023","Tue Nov 21 10:51:41 GMT 2023","10015","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"failed","Tue Nov 21 10:51:51 GMT 2023","Tue Nov 21 10:52:00 GMT 2023","8381","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Nov 21 10:51:05 GMT 2023","Tue Nov 21 10:51:07 GMT 2023","2487","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Nov 21 10:51:09 GMT 2023","Tue Nov 21 10:51:20 GMT 2023","11529","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Tue Nov 21 10:51:20 GMT 2023","Tue Nov 21 10:51:31 GMT 2023","10873","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Tue Nov 21 10:52:00 GMT 2023","Tue Nov 21 10:52:06 GMT 2023","6513","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Tue Nov 21 10:50:51 GMT 2023","Tue Nov 21 10:50:59 GMT 2023","7896","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Nov 21 10:51:00 GMT 2023","Tue Nov 21 10:51:05 GMT 2023","4565","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Tue Nov 21 10:51:41 GMT 2023","Tue Nov 21 10:51:50 GMT 2023","8461","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Tue Nov 21 10:52:06 GMT 2023","Tue Nov 21 10:52:09 GMT 2023","2823","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
