"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 10:32:56 GMT 2023","Mon Dec 25 10:33:09 GMT 2023","13504","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Mon Dec 25 10:32:35 GMT 2023","Mon Dec 25 10:32:46 GMT 2023","10567","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Mon Dec 25 10:33:18 GMT 2023","Mon Dec 25 10:33:22 GMT 2023","3077","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Mon Dec 25 10:32:05 GMT 2023","Mon Dec 25 10:32:08 GMT 2023","3335","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Mon Dec 25 10:32:10 GMT 2023","Mon Dec 25 10:32:24 GMT 2023","13832","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Mon Dec 25 10:33:10 GMT 2023","Mon Dec 25 10:33:18 GMT 2023","8945","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"failed","Mon Dec 25 10:31:48 GMT 2023","Mon Dec 25 10:31:57 GMT 2023","9233","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Mon Dec 25 10:31:59 GMT 2023","Mon Dec 25 10:32:05 GMT 2023","5876","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Mon Dec 25 10:32:46 GMT 2023","Mon Dec 25 10:32:54 GMT 2023","8746","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Mon Dec 25 10:32:24 GMT 2023","Mon Dec 25 10:32:35 GMT 2023","11562","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
