"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 04 10:59:46 GMT 2023","Mon Dec 04 10:59:55 GMT 2023","9320","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Mon Dec 04 10:59:55 GMT 2023","Mon Dec 04 11:00:03 GMT 2023","7501","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Mon Dec 04 11:00:15 GMT 2023","Mon Dec 04 11:00:23 GMT 2023","7580","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Mon Dec 04 10:59:15 GMT 2023","Mon Dec 04 10:59:19 GMT 2023","3953","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Mon Dec 04 10:59:24 GMT 2023","Mon Dec 04 10:59:36 GMT 2023","12020","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Mon Dec 04 11:00:23 GMT 2023","Mon Dec 04 11:00:25 GMT 2023","2541","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Mon Dec 04 10:59:05 GMT 2023","Mon Dec 04 10:59:14 GMT 2023","8122","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Mon Dec 04 11:00:04 GMT 2023","Mon Dec 04 11:00:15 GMT 2023","10756","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Mon Dec 04 10:59:19 GMT 2023","Mon Dec 04 10:59:22 GMT 2023","2989","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Mon Dec 04 10:59:36 GMT 2023","Mon Dec 04 10:59:46 GMT 2023","10192","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
