"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 23 10:40:04 GMT 2023","Thu Nov 23 10:40:15 GMT 2023","10987","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Thu Nov 23 10:39:30 GMT 2023","Thu Nov 23 10:39:40 GMT 2023","9185","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Thu Nov 23 10:39:46 GMT 2023","Thu Nov 23 10:39:49 GMT 2023","3058","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Thu Nov 23 10:39:41 GMT 2023","Thu Nov 23 10:39:46 GMT 2023","5010","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Thu Nov 23 10:39:51 GMT 2023","Thu Nov 23 10:40:04 GMT 2023","13604","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Thu Nov 23 10:40:15 GMT 2023","Thu Nov 23 10:40:26 GMT 2023","10203","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Thu Nov 23 10:40:26 GMT 2023","Thu Nov 23 10:40:34 GMT 2023","8575","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Thu Nov 23 10:40:36 GMT 2023","Thu Nov 23 10:40:45 GMT 2023","9058","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Thu Nov 23 10:40:52 GMT 2023","Thu Nov 23 10:40:55 GMT 2023","3019","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Thu Nov 23 10:40:45 GMT 2023","Thu Nov 23 10:40:52 GMT 2023","6859","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
