"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 09 10:37:29 GMT 2023","Thu Nov 09 10:37:34 GMT 2023","5093","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Thu Nov 09 10:37:41 GMT 2023","Thu Nov 09 10:37:56 GMT 2023","15149","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Thu Nov 09 10:38:48 GMT 2023","Thu Nov 09 10:38:52 GMT 2023","4070","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"failed","Thu Nov 09 10:37:16 GMT 2023","Thu Nov 09 10:37:25 GMT 2023","9557","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Thu Nov 09 10:37:34 GMT 2023","Thu Nov 09 10:37:39 GMT 2023","4208","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"failed","Thu Nov 09 10:38:33 GMT 2023","Thu Nov 09 10:38:41 GMT 2023","7881","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Thu Nov 09 10:37:56 GMT 2023","Thu Nov 09 10:38:09 GMT 2023","12924","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Thu Nov 09 10:38:41 GMT 2023","Thu Nov 09 10:38:48 GMT 2023","6741","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Thu Nov 09 10:38:09 GMT 2023","Thu Nov 09 10:38:21 GMT 2023","12233","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Thu Nov 09 10:38:22 GMT 2023","Thu Nov 09 10:38:31 GMT 2023","9471","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
