"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 26 11:00:11 GMT 2023","Tue Dec 26 11:00:23 GMT 2023","11489","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Dec 26 11:00:32 GMT 2023","Tue Dec 26 11:00:35 GMT 2023","3046","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Dec 26 10:59:24 GMT 2023","Tue Dec 26 10:59:27 GMT 2023","3332","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Dec 26 11:00:02 GMT 2023","Tue Dec 26 11:00:10 GMT 2023","7999","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Tue Dec 26 10:59:20 GMT 2023","Tue Dec 26 10:59:24 GMT 2023","4080","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Tue Dec 26 10:59:52 GMT 2023","Tue Dec 26 11:00:02 GMT 2023","9783","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Tue Dec 26 10:59:29 GMT 2023","Tue Dec 26 10:59:41 GMT 2023","12227","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Tue Dec 26 11:00:23 GMT 2023","Tue Dec 26 11:00:32 GMT 2023","8912","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Tue Dec 26 10:59:41 GMT 2023","Tue Dec 26 10:59:52 GMT 2023","11105","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Tue Dec 26 10:59:10 GMT 2023","Tue Dec 26 10:59:18 GMT 2023","7666","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
