"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 08 10:50:25 GMT 2023","Wed Nov 08 10:50:37 GMT 2023","11665","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Wed Nov 08 10:50:12 GMT 2023","Wed Nov 08 10:50:25 GMT 2023","13096","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Wed Nov 08 10:49:57 GMT 2023","Wed Nov 08 10:50:12 GMT 2023","14817","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Wed Nov 08 10:51:05 GMT 2023","Wed Nov 08 10:51:09 GMT 2023","4343","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Wed Nov 08 10:49:26 GMT 2023","Wed Nov 08 10:49:32 GMT 2023","6618","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Wed Nov 08 10:50:55 GMT 2023","Wed Nov 08 10:51:05 GMT 2023","9898","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Wed Nov 08 10:50:40 GMT 2023","Wed Nov 08 10:50:55 GMT 2023","15088","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Wed Nov 08 10:49:33 GMT 2023","Wed Nov 08 10:49:38 GMT 2023","4771","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"failed","Wed Nov 08 10:49:10 GMT 2023","Wed Nov 08 10:49:23 GMT 2023","12342","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Wed Nov 08 10:49:41 GMT 2023","Wed Nov 08 10:49:57 GMT 2023","16598","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
