"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 19 10:45:36 GMT 2023","Tue Dec 19 10:45:49 GMT 2023","13067","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Tue Dec 19 10:46:43 GMT 2023","Tue Dec 19 10:46:46 GMT 2023","3162","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Dec 19 10:45:25 GMT 2023","Tue Dec 19 10:45:31 GMT 2023","5545","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Tue Dec 19 10:46:34 GMT 2023","Tue Dec 19 10:46:43 GMT 2023","8852","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Tue Dec 19 10:46:00 GMT 2023","Tue Dec 19 10:46:10 GMT 2023","10604","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Tue Dec 19 10:45:31 GMT 2023","Tue Dec 19 10:45:34 GMT 2023","3366","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Dec 19 10:46:21 GMT 2023","Tue Dec 19 10:46:34 GMT 2023","12954","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Dec 19 10:46:10 GMT 2023","Tue Dec 19 10:46:19 GMT 2023","8958","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Tue Dec 19 10:45:49 GMT 2023","Tue Dec 19 10:46:00 GMT 2023","11137","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Tue Dec 19 10:45:13 GMT 2023","Tue Dec 19 10:45:23 GMT 2023","9411","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
