"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 25 10:44:03 GMT 2023","Mon Dec 25 10:44:15 GMT 2023","11544","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Mon Dec 25 10:43:16 GMT 2023","Mon Dec 25 10:43:19 GMT 2023","3112","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Mon Dec 25 10:44:15 GMT 2023","Mon Dec 25 10:44:23 GMT 2023","8439","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Mon Dec 25 10:44:23 GMT 2023","Mon Dec 25 10:44:26 GMT 2023","2941","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Mon Dec 25 10:43:21 GMT 2023","Mon Dec 25 10:43:33 GMT 2023","12175","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Mon Dec 25 10:43:44 GMT 2023","Mon Dec 25 10:43:53 GMT 2023","9761","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Mon Dec 25 10:43:12 GMT 2023","Mon Dec 25 10:43:16 GMT 2023","4277","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Mon Dec 25 10:43:33 GMT 2023","Mon Dec 25 10:43:43 GMT 2023","10660","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Mon Dec 25 10:43:53 GMT 2023","Mon Dec 25 10:44:02 GMT 2023","8423","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Mon Dec 25 10:43:03 GMT 2023","Mon Dec 25 10:43:10 GMT 2023","7218","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
