"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 08 11:01:54 GMT 2023","Fri Dec 08 11:02:03 GMT 2023","8776","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Fri Dec 08 11:00:52 GMT 2023","Fri Dec 08 11:00:56 GMT 2023","4187","","Validação Banner","","","","Deve validar o baner do portal",""
"failed","Fri Dec 08 11:00:43 GMT 2023","Fri Dec 08 11:00:50 GMT 2023","7286","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Fri Dec 08 11:00:56 GMT 2023","Fri Dec 08 11:01:00 GMT 2023","3446","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Fri Dec 08 11:01:43 GMT 2023","Fri Dec 08 11:01:54 GMT 2023","11086","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Fri Dec 08 11:01:34 GMT 2023","Fri Dec 08 11:01:42 GMT 2023","7987","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Fri Dec 08 11:01:01 GMT 2023","Fri Dec 08 11:01:14 GMT 2023","12115","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Fri Dec 08 11:02:03 GMT 2023","Fri Dec 08 11:02:06 GMT 2023","2909","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Fri Dec 08 11:01:14 GMT 2023","Fri Dec 08 11:01:24 GMT 2023","10590","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Fri Dec 08 11:01:24 GMT 2023","Fri Dec 08 11:01:34 GMT 2023","9638","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
