"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 22 10:50:57 GMT 2023","Fri Dec 22 10:51:11 GMT 2023","13934","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Fri Dec 22 10:51:11 GMT 2023","Fri Dec 22 10:51:19 GMT 2023","8766","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Fri Dec 22 10:50:07 GMT 2023","Fri Dec 22 10:50:11 GMT 2023","3467","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Fri Dec 22 10:50:13 GMT 2023","Fri Dec 22 10:50:26 GMT 2023","13271","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Fri Dec 22 10:50:02 GMT 2023","Fri Dec 22 10:50:07 GMT 2023","5620","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Fri Dec 22 10:50:37 GMT 2023","Fri Dec 22 10:50:47 GMT 2023","9786","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Fri Dec 22 10:50:26 GMT 2023","Fri Dec 22 10:50:37 GMT 2023","10931","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"failed","Fri Dec 22 10:49:52 GMT 2023","Fri Dec 22 10:50:00 GMT 2023","8357","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Fri Dec 22 10:51:19 GMT 2023","Fri Dec 22 10:51:23 GMT 2023","3153","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Fri Dec 22 10:50:47 GMT 2023","Fri Dec 22 10:50:55 GMT 2023","8440","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
