"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 12 10:41:14 GMT 2023","Tue Dec 12 10:41:17 GMT 2023","3221","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Tue Dec 12 10:41:33 GMT 2023","Tue Dec 12 10:41:44 GMT 2023","11337","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Tue Dec 12 10:42:19 GMT 2023","Tue Dec 12 10:42:28 GMT 2023","9208","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Tue Dec 12 10:41:08 GMT 2023","Tue Dec 12 10:41:14 GMT 2023","5972","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Tue Dec 12 10:41:55 GMT 2023","Tue Dec 12 10:42:03 GMT 2023","8537","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Tue Dec 12 10:40:57 GMT 2023","Tue Dec 12 10:41:06 GMT 2023","9154","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Tue Dec 12 10:42:28 GMT 2023","Tue Dec 12 10:42:32 GMT 2023","3166","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Tue Dec 12 10:42:05 GMT 2023","Tue Dec 12 10:42:19 GMT 2023","14007","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Tue Dec 12 10:41:45 GMT 2023","Tue Dec 12 10:41:55 GMT 2023","10446","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Tue Dec 12 10:41:19 GMT 2023","Tue Dec 12 10:41:33 GMT 2023","14600","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
