"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 01 10:04:06 GMT 2023","Wed Nov 01 10:04:09 GMT 2023","3562","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"failed","Wed Nov 01 10:03:47 GMT 2023","Wed Nov 01 10:03:58 GMT 2023","10781","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Wed Nov 01 10:04:28 GMT 2023","Wed Nov 01 10:04:40 GMT 2023","12707","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
"passed","Wed Nov 01 10:04:12 GMT 2023","Wed Nov 01 10:04:28 GMT 2023","15896","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"passed","Wed Nov 01 10:04:40 GMT 2023","Wed Nov 01 10:04:51 GMT 2023","11006","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Wed Nov 01 10:04:51 GMT 2023","Wed Nov 01 10:05:01 GMT 2023","9928","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"passed","Wed Nov 01 10:04:00 GMT 2023","Wed Nov 01 10:04:06 GMT 2023","5881","","Validação Banner","","","","Deve validar o baner do portal",""
"passed","Wed Nov 01 10:05:26 GMT 2023","Wed Nov 01 10:05:30 GMT 2023","3977","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Wed Nov 01 10:05:16 GMT 2023","Wed Nov 01 10:05:26 GMT 2023","9673","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Wed Nov 01 10:05:03 GMT 2023","Wed Nov 01 10:05:16 GMT 2023","12662","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
