"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 23 10:33:27 GMT 2023","Thu Nov 23 10:33:35 GMT 2023","8200","","Validação grid system","","","","Validar responsividade de cada modelo (example #4)",""
"failed","Thu Nov 23 10:33:46 GMT 2023","Thu Nov 23 10:33:52 GMT 2023","6428","","Validação do logo pagina home","","","","Validar clicar na logo já estando na página principal",""
"passed","Thu Nov 23 10:32:49 GMT 2023","Thu Nov 23 10:32:52 GMT 2023","3089","","Validação Banner","","","","Deve validar o baner axa seguradora oficial",""
"passed","Thu Nov 23 10:32:43 GMT 2023","Thu Nov 23 10:32:49 GMT 2023","5179","","Validação Banner","","","","Deve validar o baner do portal",""
"failed","Thu Nov 23 10:32:32 GMT 2023","Thu Nov 23 10:32:42 GMT 2023","9340","","Validar acessibilidade da home","","","","Validar acessibilidade portal",""
"passed","Thu Nov 23 10:32:53 GMT 2023","Thu Nov 23 10:33:06 GMT 2023","13027","","Validação grid system","","","","Validar responsividade de cada modelo (example #1)",""
"failed","Thu Nov 23 10:33:37 GMT 2023","Thu Nov 23 10:33:46 GMT 2023","8754","","Validação do logo pagina home","","","","Validar redirecionamento ao clicar no logo",""
"passed","Thu Nov 23 10:33:17 GMT 2023","Thu Nov 23 10:33:27 GMT 2023","9883","","Validação grid system","","","","Validar responsividade de cada modelo (example #3)",""
"passed","Thu Nov 23 10:33:52 GMT 2023","Thu Nov 23 10:33:55 GMT 2023","3330","","Validação do logo pagina home","","","","Validar imagem visual do logo",""
"passed","Thu Nov 23 10:33:06 GMT 2023","Thu Nov 23 10:33:17 GMT 2023","11069","","Validação grid system","","","","Validar responsividade de cada modelo (example #2)",""
